GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind,AbstractModuleLoaderStrategy,10,101,0,10,2,27,1,10,1,5
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind,IBindingContext,139,74,11,5,34,24,11,8,4,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind,ExternalConstraintsModuleLoaderStrategy,6,49,1,3,2,15,1,4,0,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind,DefaultBindingContext,125,161,15,9,24,43,15,14,3,12
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind,SimpleModuleLoaderStrategy,0,4,0,0,0,2,0,1,0,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,IProduction,11,92,6,12,1,20,6,5,0,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,DefaultGeneratedDefinitionClass,13,11,4,0,1,4,3,2,1,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,DefaultGeneratedClass,0,21,0,0,0,6,0,3,0,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,DefaultGeneratedModuleClass,0,27,0,0,0,8,0,4,0,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,PackageMetadata,39,31,2,0,6,9,2,4,1,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,IMetaschemaClassFactory,0,3,0,0,0,1,0,1,0,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,ModuleCompilerHelper.new PrivilegedAction() {...},7,24,0,0,2,2,0,2,0,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,JavaGenerator,0,37,1,1,0,9,1,3,0,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,AnnotationGenerator,1062,53,88,8,194,14,61,4,13,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,ModuleCompilerHelper,62,168,18,10,16,39,14,7,1,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,ClassUtils,0,16,0,0,0,4,0,4,0,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,DefaultMetaschemaClassFactory,358,2109,41,125,41,415,40,67,0,24
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,PackageProductionImpl,3,21,0,0,1,7,1,2,1,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen,ProductionImpl,23,103,4,2,4,23,4,11,1,11
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen.impl,NameConverter,0,5,0,0,0,1,0,1,0,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen.impl,NameUtil,196,330,45,70,43,67,34,40,4,10
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen.impl,NameConverter.Standard,46,258,13,25,9,55,13,16,1,9
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.yaml.impl,YamlFactoryFactory,19,33,1,1,9,10,2,1,1,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.json,MetaschemaJsonWriter,227,0,26,0,59,0,22,0,9,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.json,MetaschemaInstanceUtils,103,0,16,0,27,0,11,0,3,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.json,DefaultJsonProblemHandler,0,27,1,1,0,9,1,3,0,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.json,DefaultJsonDeserializer,24,72,4,4,4,20,5,6,1,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.json,MetaschemaJsonReader,142,281,23,29,26,74,20,15,0,9
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.json,DefaultJsonSerializer,72,0,4,0,21,0,9,0,7,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.json,JsonFactoryFactory,0,22,0,0,0,8,0,4,0,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.annotations,NullJavaTypeAdapter.VoidItem,23,0,0,0,5,0,5,0,5,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.annotations,XmlNsForm,34,0,0,0,4,0,1,0,1,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.annotations,NullJavaTypeAdapter,35,0,0,0,8,0,7,0,7,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,JavaTypeAdapterDataTypeHandler,22,37,0,0,6,8,5,5,5,5
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,IModelPropertyInfo,170,61,8,9,26,16,8,4,1,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,MapPropertyInfo.MapPropertyCollector,26,49,5,3,5,13,5,5,1,5
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,ListPropertyInfo,110,148,20,13,25,39,16,14,4,9
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,IDataTypeHandler,0,17,0,0,0,3,0,3,0,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,ClassDataTypeHandler,122,278,14,32,31,72,14,25,4,12
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,MapPropertyInfo,75,156,12,10,14,38,12,14,4,11
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,ListPropertyCollector,10,21,1,1,2,8,2,4,1,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,AbstractModelPropertyInfo,0,12,0,0,0,4,0,2,0,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,SingletonPropertyInfo,43,58,5,3,10,17,7,8,3,8
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model.info,SingletonPropertyCollector,26,13,5,1,7,5,4,3,1,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,FormatDetector.Result,21,36,2,4,3,11,3,4,1,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,AbstractSerializationBase,9,30,0,0,2,9,2,6,2,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,AbstractProblemHandler,6,29,0,4,2,10,0,5,0,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,ModelDetector.Result,0,23,0,0,0,6,0,3,0,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,ModelDetector,137,88,15,5,31,25,13,7,3,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,IBoundLoader,119,7,0,0,21,1,13,1,13,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,BindingException,13,0,0,0,6,0,3,0,3,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,DeserializationFeature,0,34,0,0,0,10,0,2,0,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,SerializationFeature,13,0,0,0,4,0,2,0,2,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,AbstractDeserializer,42,68,2,2,12,21,6,4,4,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,AbstractSerializer,37,4,0,0,10,2,4,1,4,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,ISerializer,53,3,5,1,10,1,6,1,3,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,Format,5,58,0,0,2,11,2,3,2,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,DefaultBoundLoader,154,135,4,4,33,35,16,11,12,11
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,FormatDetector,16,71,1,1,3,19,2,5,1,5
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io,IDeserializer,31,34,0,0,4,5,3,4,3,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.yaml,YamlOperations.new Resolver() {...},34,0,0,0,8,0,2,0,2,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.yaml,DefaultYamlDeserializer,8,0,0,0,3,0,2,0,2,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.yaml,DefaultYamlSerializer,8,0,0,0,3,0,2,0,2,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.yaml,YamlOperations,50,0,0,0,10,0,3,0,3,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen.config,DefaultDefinitionBindingConfiguration,39,21,2,0,10,8,5,4,4,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen.config,DefaultBindingConfiguration.MetaschemaBindingConfiguration,0,39,0,0,0,8,0,5,0,5
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.codegen.config,DefaultBindingConfiguration,89,341,15,26,19,90,15,23,1,16
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundFieldValueInstance,0,3,0,0,0,1,0,1,0,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IFieldClassBinding,2,0,0,0,1,0,1,0,1,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,ClassBindingModelContainerSupport,31,173,4,12,5,42,7,17,3,13
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AssemblyConstraintSupport,120,50,1,1,27,12,8,4,7,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,DefaultAssemblyClassBinding,61,142,5,5,14,25,10,15,6,14
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AbstractProperty,3,12,0,0,1,5,1,3,1,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundAssemblyInstance,13,20,1,1,1,5,1,1,0,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,ClassBindingFlagContainerSupport,10,112,4,12,5,31,4,11,1,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,ValueConstraintSupport,146,81,1,1,32,20,9,7,8,7
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,SimpleFieldProperty.ScalarFieldDefinition,45,45,0,0,15,10,15,7,15,7
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundFieldDefinition,6,0,0,0,2,0,2,0,2,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AbstractNamedModelProperty.new AbstractNamedModelProperty.IGroupAs() {...},10,5,0,0,3,2,3,2,3,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,DefaultFieldClassBinding,84,163,5,13,21,39,14,19,9,15
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AbstractBoundModule,100,175,10,8,17,48,12,17,4,16
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundNamedInstance,50,53,0,0,11,16,2,5,2,5
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IAssemblyClassBinding,6,0,0,0,2,0,2,0,2,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,SimpleFieldProperty,40,91,1,5,7,20,1,11,0,9
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AbstractFieldProperty,65,35,1,1,9,10,5,6,4,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,ModelUtil,25,85,9,15,4,21,9,12,2,7
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,DefaultFlagProperty.InternalFlagDefinition,35,37,0,0,10,9,10,6,10,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundFieldInstance,0,29,0,2,0,7,0,2,0,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,DefaultFlagProperty,50,112,0,4,9,23,5,14,5,12
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,ConstraintFactory,651,0,42,0,157,0,43,0,22,0
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AbstractNamedModelProperty.SimpleGroupAs,18,45,1,1,4,12,1,6,0,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AbstractFlagProperty,54,4,4,0,9,2,5,1,3,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AbstractNamedModelProperty,31,84,2,2,9,16,3,12,2,11
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,ClassBindingAssemblyProperty,81,69,2,2,11,17,6,9,4,9
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,DefaultFieldValueProperty,57,65,3,3,16,17,11,7,9,6
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,AbstractClassBinding,125,93,6,4,25,24,8,11,4,10
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,IBoundNamedModelInstance,0,51,0,6,0,10,0,5,0,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,ClassBindingFieldProperty,81,44,10,4,18,15,6,5,0,4
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.model,ClassIntrospector,36,12,4,2,10,5,3,2,1,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,DefaultXmlDeserializer,63,93,2,4,13,20,4,8,2,7
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlWriter,64,229,15,27,13,66,14,15,0,8
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,CommentFilter,0,11,0,2,0,2,0,3,0,2
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,DefaultXmlProblemHandler,7,33,2,2,2,9,2,3,0,3
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,IXmlProblemHandler,10,6,0,0,4,2,3,1,3,1
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,MetaschemaXmlReader,131,477,23,39,24,116,20,26,0,15
Metaschema Java Data/Object Binding and Code Generation,gov.nist.secauto.metaschema.databind.io.xml,DefaultXmlSerializer,46,77,5,3,14,22,5,5,1,5
